mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad_por,visibility,radiac_solar_watios_m2,energ_solar_MJ_m2,uvindex,clase_hoy,clase_manana
4.231363,25.600065,21.493968,18.89852,76.157674,27.627683,180.976838,67.16537,10,342.382246,29.105024,10,parcialmente_nublado,despejado
5,20.734481,15.210534,14.470722,82.357034,20.094326,184.217032,52.610009,9.37738,246.303051,21.109778,9,parcialmente_nublado,despejado
4,24.633436,20.441053,19.163024,79.926688,20.690442,179.841113,75.736991,10,229.675161,19.762384,8.358338,lluvioso,lluvioso
11,21.230819,18.1,16.645794,83.133586,22.609102,169.739172,98.973326,9.773734,298.541398,25.789276,10,nublado,nublado
4,25,18,16.8,78.4,18.4,180.8,73.1,9,199.1,17.2,7,parcialmente_nublado,parcialmente_nublado
2,26,22,18.6,75.7,16.6,197.3,77.8,10,277.4,23.9,10,parcialmente_nublado,parcialmente_nublado
2,30.2,22.1,20.1,74.4,18.4,183.6,72.7,10,272.7,23.5,10,lluvioso,lluvioso
6.606747,23.730476,18.589201,16.345844,73.75189,21.878731,171.380139,96.735877,10.292056,233.504276,20.120938,8,nublado,lluvioso
12,23.150364,19.039808,17.520578,80.572477,28.847567,166.610365,72.855886,9.713074,265.83473,22.920795,9.419296,parcialmente_nublado,lluvioso
9.939091,20.438339,18.411742,16.11991,83.083111,18.4,167.972522,98.85401,9.700227,234.268121,20.113146,8.672306,lluvioso,lluvioso
5,21,17,16.5,86.6,16.6,182.4,44.2,9.2,242,20.9,9,parcialmente_nublado,parcialmente_nublado
6,21,16,15.1,86.1,16.6,190,62.2,6.1,238.2,20.7,8,parcialmente_nublado,parcialmente_nublado
5,22,19,16.8,79.6,16.6,163.3,100,10,260.7,22.6,9,nublado,nublado
10.241231,20.111504,16.796315,14.007554,79.062814,18.776306,177.991343,94.684384,9.25568,141.357801,12.30248,6,nublado,lluvioso
11,21.1,16.9,13.8,74.4,16.8,199.2,95.4,9.8,161.3,13.8,7,nublado,parcialmente_nublado
5.988081,24.420391,18.962535,17.828726,81.542316,24.147657,171.475245,47.980338,9.903161,232.716115,20.157427,8,parcialmente_nublado,despejado
4,24.874491,20.06052,17.124096,76.564736,29.23057,163.679016,54.038017,9.756478,254.051061,22.569833,9,parcialmente_nublado,despejado
8.29906,18.799757,16.414623,14.250146,85.806909,18.4,175.01134,99.527816,10.262382,274.977859,23.950268,9,nublado,nublado
7,17.1,14.4,12.7,83.2,16.3,191,99.6,8.3,218,18.8,8,nublado,nublado
2,28.1,23.9,21.8,79.8,38.9,163,77.5,9.3,268.5,23.2,9,lluvioso,lluvioso
8,22.6,19.9,15.7,72.8,29.5,160,95.4,10,256.8,22.2,9,lluvioso,lluvioso
3,28,20,19.1,79.7,16.6,184,68.7,9.9,213.5,18.3,8,parcialmente_nublado,parcialmente_nublado
6,20.1,17.1,14.5,77.1,20.2,170.5,97.9,8.8,57.3,5,2,nublado,nublado
4,24,18,17.3,82.7,25.9,174.6,61.8,9.4,240.4,20.8,9,parcialmente_nublado,parcialmente_nublado
5,23.2,18.6,17.4,83.4,25.9,170.1,31.5,8.6,255.7,22.1,9,parcialmente_nublado,parcialmente_nublado
8,17.1,15.1,13.1,83.8,22,190.2,100,9,57.8,5,2,nublado,nublado
6.452984,18.990338,15.906142,13.452969,81.067584,14.713309,193.77547,99.56828,9.574827,205.918383,17.70337,7.842489,lluvioso,nublado
2.29545,28.593249,22.868735,21.141391,75.906383,27.091703,172.586364,82.775742,9.608597,183.719322,15.9,7.981329,lluvioso,lluvioso
10,20,15.8,14.4,83.2,25.9,175.1,100,9.4,334.7,28.8,10,nublado,nublado
9,19.1,15.1,12.4,79.3,27.7,173.8,96.7,7,303.8,26.2,10,nublado,parcialmente_nublado
4,20.7,16.6,15.5,84.3,20.5,175.1,76.3,7.3,266.5,23,9,parcialmente_nublado,parcialmente_nublado
2.356696,25.217953,19.682724,18.285305,76.377135,17.013125,177.120575,84.196839,9.88581,236.525157,20.408486,9,lluvioso,lluvioso
3,26.1,21.1,19,79.7,18.4,188.6,88.8,10,179.5,15.6,7,lluvioso,parcialmente_nublado
10.10694,25.257815,21.54741,18.87109,77.255777,21.442825,180.756774,80.254845,10,340.846145,29.557045,10,parcialmente_nublado,despejado
9,18.1,14.7,12.8,82.2,13,198.4,87.7,8.1,224.9,19.3,9,parcialmente_nublado,nublado
8,19,16,13.9,82.6,18.4,173.2,95.4,8.5,253.8,21.8,9,nublado,nublado
2,24.6,19.1,17.8,81.6,22.2,178.8,84.2,9.2,221,19,8,lluvioso,lluvioso
11,21.045171,16.1,14.039309,78.588552,22.10243,185.139472,98.668863,10,114.641286,10.064061,5.712977,nublado,nublado
2,29.1,24.1,22.3,81,22.3,176.2,87,10,183.5,15.9,9,lluvioso,lluvioso
5.929804,19.705134,16.750214,15.62517,82.707458,23.666506,174.990699,89.86348,6.621749,227.962142,19.8,8,nublado,nublado
1,28,21.8,18.4,71,25.9,165.6,65.2,10,262.4,22.5,10,lluvioso,lluvioso
3.320366,27.995086,19.754744,18.675095,78.269594,22.059219,176.971308,8.930913,9.156374,301.561864,28.860798,10,parcialmente_nublado,despejado
11,20.1,16.1,12.7,73.2,24.1,175.5,64.2,10,348.7,30,10,parcialmente_nublado,lluvioso
9,18,15,13.5,84.6,16.6,226.2,94.3,9.7,294.9,25.6,10,nublado,nublado
11,19,15.8,13.5,79.4,16.6,198.9,72.8,10.4,337.1,29,10,parcialmente_nublado,parcialmente_nublado
1,26.741702,20.466563,18.814852,74.607198,21.79263,183.156618,80.905233,9.859122,341.803656,29.017073,10,parcialmente_nublado,despejado
8,20,16,15,86.6,16.6,166.9,100,9.7,227,19.7,8,nublado,nublado
6,22,17.9,15.6,78.6,18.4,164,94.3,9.5,233.4,20.1,8,nublado,nublado
6,25.4,22.7,18.5,73,24.1,174,83.8,9.2,197.5,16.9,8,lluvioso,lluvioso
6.600939,20.749122,16.863841,14.690987,81.946414,18.056619,179.71649,98.841997,8.816266,235.695893,20.422976,8,nublado,nublado
9,18.1,14.1,12.8,82.3,27.5,169.5,70.5,9.1,158.5,13.8,7,lluvioso,parcialmente_nublado
1,27.1,21.1,19.6,81.3,27.3,168.5,81.1,10,288.9,25.1,10,parcialmente_nublado,lluvioso
7,23.1,20.1,16.1,72.9,24.1,156.6,69.4,9.9,241.7,20.8,8,parcialmente_nublado,parcialmente_nublado
3.068572,26.916472,19.561056,18.967468,83.101026,17.111719,176.549737,45.839632,8.490599,302.347489,26.304133,10,parcialmente_nublado,despejado
5.778486,22.160759,15.738235,14.151505,82.436511,21.07437,173.138781,58.286897,9.501892,241.405203,20.378002,8.240678,parcialmente_nublado,despejado
1,27,21.7,18.6,72.2,24.1,169.5,63.7,10,259.8,22.3,9,lluvioso,lluvioso
3.440053,25.931563,21.469598,18.769281,75.33507,20.700004,179.752546,76.281306,10,346.06948,30.189331,10,parcialmente_nublado,despejado
1.421712,27.418854,22.793672,19.545789,73.623679,28.310815,165.632777,67.339535,10,297.604934,25.602302,9.546213,parcialmente_nublado,lluvioso
4,25.303124,19.021742,17.578701,78.810263,21.314354,178.988814,50.27317,10,217.215506,17.890873,8,parcialmente_nublado,despejado
7.78708,17.617,14.023321,13.383334,82.354397,22.214252,166.564964,100,10.297084,252.989637,21.905039,9,nublado,nublado
7.086446,19.193325,15.763254,13.825712,82.630386,16.613047,172.997202,97.166356,8.542871,67.930367,5.763574,5.85661,nublado,nublado
5,23.9,16.9,15.5,75.7,24.1,166.8,48.2,10.1,243.4,21.1,8,parcialmente_nublado,parcialmente_nublado
3,26.1,20.2,17.7,75.3,23.9,177.6,74.2,10,264.5,22.8,9,lluvioso,lluvioso
3,25.1,19.1,17.3,77.8,22.1,182.4,63.4,10,238.3,20.6,8,lluvioso,lluvioso
4,25.888613,19.892137,18.82532,83.437349,27.303632,175.160988,53.999519,7.869453,287.97327,24.454067,10,parcialmente_nublado,despejado
5,25.1,22.9,19.4,77.3,22.3,178.5,97.1,9.8,216.8,18.8,7,lluvioso,parcialmente_nublado
3,29.066632,20.618886,18.010338,76.145979,22.993101,177.799826,82.935977,9.717874,261.102405,22.50878,9.543559,lluvioso,lluvioso
1,26,20.023266,18.50388,78.032348,30.238559,168.353582,52.588178,10,306.193889,26.72886,10,parcialmente_nublado,lluvioso
7,17.1,14.7,12.8,83,16.4,175,100,9.6,208.6,17.9,7,lluvioso,nublado
1,25.579664,20.1,18.292799,79.829698,21.611599,178.269274,85.354431,9.896329,218.613246,18.842197,9,lluvioso,lluvioso
5.568092,24.746245,18.970328,17.867413,76.873831,22.460851,177.058616,52.556888,9.902781,230.895272,19.727529,8,parcialmente_nublado,despejado
2,30.1,22.9,20.7,77.8,18.4,208.9,78.1,10,212.7,18.5,9,lluvioso,lluvioso
8,23.1,20.1,15,67.9,25.9,177,85.4,9.9,262,22.8,9,parcialmente_nublado,parcialmente_nublado
1,28.4,24.1,20.7,73.2,22.3,170.9,65.1,10,315.7,27.3,10,parcialmente_nublado,parcialmente_nublado
4,26.586853,18.671225,17.407119,78.299726,18.491576,179.485297,9.065714,8.450874,274.710539,22.764763,9.280924,parcialmente_nublado,despejado
10,17.613086,17.046922,14.412604,79.056402,22.3,207.349596,90.080269,9.84442,312.057153,27.085037,10,lluvioso,lluvioso
10.051107,22.535946,18,16.133089,81.145092,28.747206,166.902017,89.214385,9.794343,312.117943,27.155464,10,parcialmente_nublado,nublado
9,18.1,15.1,14.1,88.6,27.7,166.1,100,8.6,235.7,20.3,8,lluvioso,lluvioso
4.771746,23.468224,16.218443,15.53159,79.214844,19.793874,178.71901,53.854275,9.67903,238.547715,19.852045,8.818425,parcialmente_nublado,despejado
11,22.1,18.1,15.6,77.9,24.1,172.3,90.4,10,298.2,25.7,10,nublado,parcialmente_nublado
1,24.1,19.1,17.4,77.8,31.1,165.7,79.3,10,275.1,23.7,9,lluvioso,lluvioso
3,27.1,23.1,20.7,77.3,16.6,239.2,77.8,10,230.9,19.9,10,lluvioso,lluvioso
3.385704,26.065469,20.2007,18.312764,79.510822,14.565102,219.081891,78.950774,10,217.337998,18.612744,8,lluvioso,lluvioso
4,25.283919,19.761072,17.321514,76.250385,25.350376,177.13511,36.994112,9.847325,247.691763,21.449828,9,parcialmente_nublado,despejado
5.871074,19.908035,16.454985,14.219104,80.089668,26.655358,170.193953,28.399797,9.532742,228.62748,20.200362,8,parcialmente_nublado,despejado
6.038798,25.711362,21.667665,18.49601,76.552033,20.826147,177.146696,78.347,10,343.69577,30.103601,10,parcialmente_nublado,despejado
11,22.1,16.7,15.3,81.2,25.9,177.9,72.2,10,274.8,23.7,10,parcialmente_nublado,lluvioso
12,24.1,20.1,17.9,77.7,29.5,170.7,54.9,10,332.2,28.6,10,parcialmente_nublado,parcialmente_nublado
2,25.1,19.7,17.5,76,23.7,174.4,59.2,10,276.5,23.9,9,lluvioso,parcialmente_nublado
11,24.2,18.1,16.5,75.8,27.7,168,32.9,10,333.4,28.8,10,parcialmente_nublado,parcialmente_nublado
5,23.1,20.9,18.2,78.7,24.1,163.4,95.8,9.7,215.2,18.6,9,lluvioso,lluvioso
3,26,20,19.2,82.5,16.6,221.5,88.7,9.5,158.6,13.7,6,parcialmente_nublado,nublado
3.199874,25.74061,20.632394,19.706303,85.427409,31.479876,164.150941,46.107558,8.339754,303.580536,25.527235,10,parcialmente_nublado,despejado
3,26.1,20.1,17.9,75.8,20.4,177.6,42.3,10,247.6,21.5,8,parcialmente_nublado,parcialmente_nublado
10,20,16,15.1,83.7,20.5,177.4,97,9.7,330.5,28.5,10,nublado,nublado
3,29.974128,22.240802,20.874583,77.499304,23.731319,177.278813,75.648105,10,249.501325,21.593857,8.24903,lluvioso,lluvioso
2,30.1,24.1,19.9,68.2,27.7,170.2,83.2,10,221.5,18.9,9,parcialmente_nublado,lluvioso
3,28.080514,22.64306,19.621353,77.963171,18.600509,177.294054,67.703403,9.974183,290.240047,25.000963,10,lluvioso,lluvioso
2.145881,26.820782,22.218249,20.829001,80.396836,16.6,222.933261,77.530376,10,221.404505,19.031813,8,lluvioso,lluvioso
4.545503,22.454631,17.017087,16.890911,77.206229,24.01352,181.668398,44.784779,9.686993,251.036158,21.811098,8.968314,parcialmente_nublado,despejado
1,26.1,21.7,19.1,77.9,24.1,171.3,45.8,9.8,276.1,23.7,8,lluvioso,lluvioso
4.110017,19.651154,17.427152,16.02888,79.97968,20.133145,171.630385,48.85819,9.387884,244.301383,21.062073,9,parcialmente_nublado,despejado
5.255795,17.651353,15.1,13.801092,85.899873,15.062756,184.04205,70.811532,7.897028,239.921989,20.718974,8.97866,parcialmente_nublado,despejado
4,25.1,19.9,19.4,84.6,14.8,184.7,82,9.8,269.7,23.3,9,parcialmente_nublado,parcialmente_nublado
4.485313,24.552545,18.968358,17.647688,79.968573,24.147682,171.778155,46.085898,9.93495,233.187442,19.580174,8,parcialmente_nublado,despejado
6,19.1,16.7,14.8,83.4,13,178.9,100,9.4,222.8,19.2,8,nublado,nublado
3,28.1,22.1,20.2,75.1,27.7,169.1,87.3,10,204.2,17.8,8,lluvioso,lluvioso
4,24.277441,18.908435,17.841204,81.870516,15.121667,179.525911,47.468224,9.206513,240.468741,19.696939,8.685713,parcialmente_nublado,despejado
2,27,19.4,19.3,80.5,20.5,179.1,64.8,9.7,307.5,26.6,10,parcialmente_nublado,parcialmente_nublado
