mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad_por,visibility,radiac_solar_watios_m2,energ_solar_MJ_m2,uvindex,clase_hoy,clase_manana
1,26.3389,20.492909,18.822828,76.440919,20.717285,183.886474,16.406109,9.872083,336.758662,30.171266,10,parcialmente_nublado,despejado
1,28.1,22.1,20.3,76.9,25.9,169,69.9,10,252,21.8,9,lluvioso,parcialmente_nublado
5,19.1,15.1,12.9,79.3,14.8,208.2,85.8,8.7,242.5,20.9,8,parcialmente_nublado,nublado
7,15.7,14.6,13,87.6,14.5,215.2,100,7.7,221.6,18.9,8,nublado,nublado
4.93863,21.209509,14.462506,13.925833,76.049611,25.847608,165.786889,22.551111,9.907004,256.414591,21.463723,8.010106,parcialmente_nublado,despejado
5,22,17,16.1,82,16.6,243.3,81.7,9,169.9,14.9,6,parcialmente_nublado,parcialmente_nublado
10,19,15.8,14.3,83.8,13,183.5,100,8.2,339.7,29.4,10,nublado,nublado
4.200641,22.964721,18.2969,17.320602,83.1,25.922649,170.987863,54.236486,8.590854,199.858832,17.327082,7.686211,lluvioso,lluvioso
12,24,18,17.3,80.1,25.9,170.3,47.4,8.9,268.3,23.1,10,parcialmente_nublado,parcialmente_nublado
6,19.1,15.1,14.1,82.8,16.6,219.8,95.4,8.7,188.3,16.1,7,lluvioso,nublado
9,20.1,15.1,14,81.3,20.5,178.8,89.8,9.2,131.4,11.5,6,parcialmente_nublado,lluvioso
8,19.1,16.1,15,85.1,16.6,177,99.6,9.3,234.2,20.2,8,lluvioso,nublado
9,18.1,14.7,11.9,77.5,14.6,197,77.2,9.9,252.3,21.8,9,parcialmente_nublado,nublado
5,25,18,18,83,16.6,178.2,47.7,8.2,253.2,21.9,9,parcialmente_nublado,parcialmente_nublado
3,28.1,19.1,18.6,80,18.4,192.3,81,10,231.4,19.9,8,lluvioso,lluvioso
1,26.1,22.1,19.6,79,25.9,164.9,49.1,10,330.3,28.7,10,parcialmente_nublado,parcialmente_nublado
3,29.1,22.1,19.8,72,20.5,178.2,70.3,10,313.6,27.2,10,parcialmente_nublado,lluvioso
4.48757,23.581657,16.798498,15.365825,81.803173,21.764032,187.705457,36.173448,8.838221,284.549146,22.52216,9.694327,parcialmente_nublado,despejado
5,18.231203,15.534181,14.734508,82.359541,23.07404,187.889535,46.433296,9.351598,244.678629,21.451167,9,parcialmente_nublado,despejado
8,22,17,15.1,77.8,22.3,180.9,82.5,10,267.4,23.1,9,parcialmente_nublado,nublado
2,29.7,25.1,21.8,75.6,25.9,161.7,81.3,10,289.3,25,9,parcialmente_nublado,lluvioso
4,25.1,19.606094,16.944853,75.557474,25.6,169.57537,36.81532,9.972,255.034202,21.490673,9,parcialmente_nublado,despejado
7,18.249318,15.349329,13.85275,86.993008,17.620513,166.916443,100,9.185843,236.815741,20.595075,8,nublado,nublado
9,19.2,15.9,14.7,84,20.5,171.8,99.6,9.3,284.5,24.7,10,lluvioso,lluvioso
3,28.1,23.1,20,74.4,20.5,174,59.3,10,310.8,27,10,parcialmente_nublado,lluvioso
7,16.2,14.6,12.9,84.3,13,210,100,7.2,228,19.8,8,nublado,nublado
12,26.1,19.1,18.5,81.9,20.5,188.8,54.3,10,261.8,22.5,8,lluvioso,lluvioso
2,28,20,19.6,82.1,18.4,175.7,71.5,8.5,247.7,21.3,9,parcialmente_nublado,parcialmente_nublado
9.622811,18.596793,15.1,14.131687,84.817484,21.076578,175.175282,97.804201,9.606854,264.493639,22.873562,9,nublado,lluvioso
2,26.2,20.1,17.2,72.6,28.7,186.6,78.6,10,248,21.5,8,lluvioso,lluvioso
9,20,16,14.8,84.3,18.4,163.3,99.5,9.5,301,25.9,10,nublado,nublado
1,26,21,16.9,71,24.1,162.6,77.2,10,339,29.3,10,parcialmente_nublado,parcialmente_nublado
4.215429,25.050231,16.490818,14.238147,77.877355,25.637039,168.959681,36.810462,9.784978,242.50298,20.882813,8.823321,parcialmente_nublado,despejado
12,23,18,16.7,82,20.5,169.7,90.1,9.9,158,13.7,5,nublado,nublado
7,17,15,13.5,88,14.8,185.3,100,7.9,241.4,21.1,8,nublado,nublado
9,18,15,13.9,87,16.6,227.1,100,9.5,315.9,27.2,10,nublado,nublado
7,16.465822,14.083485,12.745907,85.235786,18.237121,178.929646,99.106317,8.415374,236.633155,20.206787,8,nublado,nublado
5.073888,17.915761,15.1,13.3,85.028555,20.606567,177.092738,92.377629,7.54107,241.044874,20.701792,8.309653,parcialmente_nublado,despejado
8,23.2,19.7,15.2,68.7,24.1,166.4,85.6,10,267.6,23.2,9,lluvioso,nublado
3,26.1,21.1,20,80.7,24.1,169.7,74.2,9,300.3,25.9,10,parcialmente_nublado,lluvioso
4,25.602626,18.633303,16.992878,76.152299,23.957588,167.110262,20.431072,10,250.902472,21.874023,9,parcialmente_nublado,despejado
8,23.1,20.1,16.1,71.6,24.1,166.1,73.9,9.9,265.8,23.1,9,parcialmente_nublado,parcialmente_nublado
11,23.2,18.9,15.4,73.9,27.7,165.7,83.6,9.9,182.2,15.9,8,parcialmente_nublado,nublado
11.095139,23.429512,19.299071,16.762592,78.940451,24.849089,160.790296,89.07176,10,264.996703,23.094994,9,lluvioso,lluvioso
5.572062,22.868089,17.681218,16.765513,80.675935,27.162241,168.070642,28.031351,9.641833,225.45362,20.16592,8,parcialmente_nublado,despejado
1,25.1,19.1,18.7,82.6,20.5,176.6,83.2,9.5,177.4,15.4,6,lluvioso,lluvioso
4,25.030125,17.445373,18.198931,80.614844,16.948292,189.19081,33.540649,8.308357,291.774254,25.09554,10,parcialmente_nublado,despejado
4,24.1,18.1,17.3,81.1,20.2,194.3,51.4,9.4,237.7,20.4,9,parcialmente_nublado,parcialmente_nublado
4.779208,24.778635,17.314864,17.094883,78.70459,23.011257,184.989144,45.3671,9.901758,245.265377,19.638937,8.082724,parcialmente_nublado,despejado
5,24.2,21.4,17,70.9,27.7,152.5,99.2,10,191.1,16.5,8,lluvioso,nublado
8.0276,23.220148,18.882414,16.490673,80.16536,17.799785,187.440808,86.356993,9.432933,218.500112,18.812893,8,parcialmente_nublado,nublado
11,22.2,17.9,15,77.2,25.4,168.8,89,9.9,161.3,13.8,8,parcialmente_nublado,lluvioso
5,23,17.2,17.6,79.4,14.8,188.2,97.6,10,243.7,21.2,8,nublado,parcialmente_nublado
4,25.1,18.992368,17.4,76.635601,22.617511,171.589695,46.652893,9.838294,227.485344,20.056037,8.322341,parcialmente_nublado,despejado
6,22,18,16.7,82.1,27.7,161.7,60.2,8.8,232.9,20,8,parcialmente_nublado,parcialmente_nublado
8,22.1,17.5,15.3,72.1,20.5,172.5,88.5,11.8,265.8,22.9,9,parcialmente_nublado,parcialmente_nublado
4,24.502378,19.454041,18.658644,77.255971,25.89302,164.397832,46.032974,8.14588,267.626637,23.386693,9.642112,parcialmente_nublado,despejado
12,26.1,21.1,18,74.7,22.3,166,88.5,10,211.1,18.4,8,parcialmente_nublado,nublado
8,18.1,14.9,14.1,87,20.5,168.6,92.7,9.3,49.9,4.2,2,nublado,parcialmente_nublado
5,21,18,17,87.7,13,178.3,100,6.9,244.3,21.2,8,nublado,nublado
6,18.1,15.536018,14.626132,86.958393,14.37218,234.643269,100,9.098471,193.693712,16.695478,7,nublado,nublado
8,20.1,17,15.3,82.6,18.4,176.2,100,9.5,287.1,24.8,10,nublado,parcialmente_nublado
2,30.4,24.1,20.2,68.1,27.7,166.7,44.7,10,310.9,27.1,10,parcialmente_nublado,parcialmente_nublado
6,22.407776,16.199741,16.57401,85.230358,21.489083,194.962355,64.642452,7.331925,235.504872,20.302145,8,parcialmente_nublado,despejado
9,20.1,15.7,14.2,82,20.1,172.2,81.8,9.5,257.5,22.3,9,lluvioso,lluvioso
6,18.94843,16.195593,15.684019,82.549995,20.637825,180.01302,60.317074,7.793845,236.083983,20.395103,8,parcialmente_nublado,despejado
7,23.2,20.1,15.3,68.3,20.5,156.6,74.5,9.5,239.3,20.7,8,parcialmente_nublado,nublado
4,24.1,18.9,17.7,81.2,32.4,166.6,32.3,9.1,254.9,22.2,9,parcialmente_nublado,parcialmente_nublado
4,27.1,19.7,18.4,80.3,16.6,194.4,76.3,9.4,164.5,14.1,7,lluvioso,lluvioso
9.201674,20.975808,15.22617,14.124237,81.454082,20.091647,186.204396,77.489552,9.214176,327.70786,27.894977,10,parcialmente_nublado,nublado
4,24.040114,17.424849,17.14187,84.915929,30.586799,183.761601,46.000138,8.133995,284.345374,24.965582,10,parcialmente_nublado,despejado
5.664696,20.257793,14.654482,12.960851,79.862314,24.711959,181.47272,30.236316,9.547132,247.753698,21.13114,8.067346,parcialmente_nublado,despejado
5,17.2,15.9,13.7,83.3,16.6,243,99.2,6.4,246.5,21.4,9,nublado,lluvioso
4.60654,20.338043,19.464903,14.285232,84.414292,24.236215,167.771578,69.238808,8.496614,246.819242,21.153829,8.626559,parcialmente_nublado,despejado
4,25.748978,19.773102,17.546321,79.00951,23.423528,179.994787,47.830801,9.846249,243.017788,20.078457,8.76336,parcialmente_nublado,despejado
5,20.1,17.1,15.2,81.4,16.3,178.4,99.6,8.7,47.3,4.1,2,nublado,nublado
8,18.1,15.1,13.7,84,24,174.6,100,7.3,68.2,5.7,3,nublado,nublado
2,28,23,21.2,81.3,16.6,172.6,70.3,10.2,326.8,28.2,10,parcialmente_nublado,parcialmente_nublado
11,22.1,17.1,15.4,79.8,22.3,172.3,80.8,9.9,327.6,28.3,10,parcialmente_nublado,lluvioso
6,19.1,17.7,15.1,80.9,18.4,173.5,99.2,9,48.2,4.1,2,nublado,nublado
6,19.1,16.1,14.1,80.6,14.9,196.2,98.3,8.7,54.6,4.8,3,nublado,nublado
4.058913,24.692722,19.232411,17.4,82.098373,26.427,173.480124,31.788287,9.491713,226.239532,20.740157,8.285839,parcialmente_nublado,despejado
11.124504,24.238166,20.007553,17.004486,73.023993,25.9,170.214743,69.121989,10.182402,333.742565,28.820454,10,parcialmente_nublado,nublado
11,24,16,15.9,79.5,18.4,176.8,48.6,9.8,320.1,27.7,10,parcialmente_nublado,parcialmente_nublado
4.783362,24.562992,15.453953,16.547783,77.331741,19.282467,179.185104,54.132981,9.960982,238.405344,19.961344,8.858838,parcialmente_nublado,despejado
4,27.685454,19.538994,18.963397,84.737685,16.350369,171.735965,48.166268,8.317458,289.675989,24.784693,10,parcialmente_nublado,despejado
11,23.1,16.9,15.4,78.9,22.3,177,77.2,9.9,267.6,23,10,lluvioso,lluvioso
10,22.1,19.1,16.2,76.6,29.5,168.4,59.1,10,268.7,23.1,10,parcialmente_nublado,parcialmente_nublado
8,17,15,13.1,84.2,18.4,168.9,92.8,9,259,22.4,9,nublado,nublado
11.857838,21.664911,17.587232,15.968647,81.256759,26.403818,171.10554,88.523342,9.901196,115.662869,9.98507,5,lluvioso,lluvioso
7,19,17,14.3,81.1,18.4,178.3,100,10,242.3,21.1,8,nublado,nublado
12,23,18,17.4,81.7,22.3,173.9,83,10,151.5,13.1,5,parcialmente_nublado,parcialmente_nublado
8,19.1,16.1,14,81.4,20.5,180.2,99.2,9.3,224.8,19.3,8,lluvioso,lluvioso
10,22,16,14.6,77.2,24.1,167.8,79.8,10,288.4,24.9,10,parcialmente_nublado,nublado
5,18.16163,15.575599,13.98169,82.378279,20.893565,188.826892,48.459357,9.422722,249.534461,21.57075,9,parcialmente_nublado,despejado
6.600003,17.518711,15.1,13.3,82.712453,23.386141,169.437755,89.906811,7.95288,240.871867,20.66686,8.372071,parcialmente_nublado,despejado
5,26.1,18.1,17.1,73.9,25.9,166.9,21,9.1,238.6,20.6,8,parcialmente_nublado,parcialmente_nublado
6,21,19,16,77.4,24.1,162.6,100,10,225.6,19.4,8,nublado,nublado
2,27,21,18.9,78.5,13,206.9,75.1,9.4,221.2,19.1,8,parcialmente_nublado,parcialmente_nublado
5,21.9,16.1,16.2,87.2,20.5,172.4,55.8,8.4,137.9,11.9,6,parcialmente_nublado,lluvioso
7,20.4,17,15,79.6,24.1,161,90.7,10,245.4,21.2,8,nublado,parcialmente_nublado
7,19.1,15.9,13.9,81.2,18.4,176.1,89.6,8,238.5,20.7,9,parcialmente_nublado,nublado
1,26,19,17.9,79.2,29.5,168.4,51.4,10,311.6,26.9,10,parcialmente_nublado,lluvioso
10,22.1,16.7,15.1,79.9,20.5,169.8,57.7,10,169.8,14.6,7,lluvioso,lluvioso
1,25,19.9,18.8,83.3,13,242.2,68.9,8.8,337.1,29,10,parcialmente_nublado,parcialmente_nublado
4,25.232768,19.260199,17.49408,78.124759,21.269053,178.356979,51.245817,9.9536,217.138516,20.778702,8.129283,parcialmente_nublado,despejado
9,18,15,13.7,84.8,20.5,177.1,100,9.8,311.1,26.9,10,nublado,nublado
5,20.1,14.1,13.2,80.1,16.6,178.6,17.7,9.5,248.6,21.5,9,despejado,parcialmente_nublado
12,24.1,19.1,17.1,79.5,24.1,190.6,88.3,9.6,249.6,21.5,9,lluvioso,lluvioso
1,26.332574,21.198029,18.863641,76.119078,21.552864,183.23308,17.734708,9.998576,341.486334,29.164965,10,parcialmente_nublado,despejado
11,24.1,19.1,15.3,71.9,20.5,177.5,87.2,10,258.5,22.3,10,lluvioso,lluvioso
2,29.2,22.1,20.5,76.4,16.6,203.7,64.3,10,271.6,23.5,10,parcialmente_nublado,parcialmente_nublado
11,20,17,14.8,80.7,22.3,174.9,100,9.2,336.6,29,10,nublado,nublado
1.793144,27.622714,21.236486,21.344743,82.070501,24.071196,168.236352,78.383905,8.951315,233.290585,20.2594,8.800725,lluvioso,lluvioso
4,24.040064,20,17.768904,78.740184,29.936761,159.529483,52.496185,9.026377,274.096563,23.522513,9.913591,parcialmente_nublado,despejado
2,25.2,19.9,17.5,75.9,16.3,186.4,56.6,10,226.4,19.4,8,lluvioso,parcialmente_nublado
1.611229,25.785699,21.121162,18.495839,77.014502,23.661536,172.83205,65.676919,10,343.897905,29.333167,10,parcialmente_nublado,despejado
2.246017,26.065447,19.950094,18.804808,76.739808,18.071584,190.319842,77.033382,9.105531,332.324381,26.034686,10,parcialmente_nublado,despejado
6,19.1,15.1,13.6,82.2,16.5,194.7,95,8.9,218,18.8,7,nublado,nublado
10,20,16,15.1,85.6,18.4,178.2,100,9.6,326.7,28.3,10,nublado,nublado
9,19,16.9,14.5,82.7,18.4,165.9,100,10.4,287.3,24.7,10,nublado,nublado
3,25.357092,20.234513,17.317032,77.887541,15.6193,205.668389,66.235083,10,242.644191,21.035112,9,lluvioso,lluvioso
5.681497,18.770983,15.474031,16.301571,81.191368,26.642618,168.743827,28.674133,9.62943,234.365536,19.033743,8,parcialmente_nublado,despejado
7,22.1,19.1,15.9,75.5,22.3,164.7,95.4,9.9,217.8,18.7,8,lluvioso,lluvioso
10.583293,20.145884,15.160409,14.289893,81.004515,20.112559,172.300539,83.131664,9.975218,322.081627,27.952096,10,parcialmente_nublado,nublado
4,24.054431,18.123799,16.521289,81.955161,20.607,174.332125,36.676154,8.521493,281.753502,24.889108,10,parcialmente_nublado,despejado
4,25.1,19.080869,17.4,76.714253,24.018888,170.985508,46.092523,9.992684,233.338102,19.813643,8.683302,parcialmente_nublado,despejado
1.528808,25.643971,19.7295,16.838375,74.676303,19.669392,184.031147,33.786261,9.715681,313.464041,28.478936,10,parcialmente_nublado,despejado
8,18.1,15.1,13.2,81.6,16.5,178.2,94.2,8.7,94.7,8.1,4,nublado,nublado
4,24,18.9,18.9,86.5,25.9,175.3,71.8,8.5,257.1,22.2,9,parcialmente_nublado,parcialmente_nublado
3,27,20,19.2,80.1,13,190.9,55.1,9.9,247.7,21.5,9,parcialmente_nublado,parcialmente_nublado
5,23.1,19.1,17.5,82.8,22.3,173.5,87.5,9.9,229.2,19.8,8,lluvioso,nublado
4,24.162704,19.966424,18.322672,85.169746,28.83769,164.344721,25.726722,9.852911,264.178185,22.990701,9.053244,parcialmente_nublado,despejado
5.653505,18.1,14.889537,13.177612,81.953578,23.726729,168.137005,39.13413,9.385709,239.477666,20.700201,8.546764,parcialmente_nublado,despejado
5.663728,19.751612,15.961535,17.003955,82.769028,21.040247,181.320922,70.021913,9.885913,257.981875,22.593731,9,parcialmente_nublado,lluvioso
3.15028,25.293926,20.572402,16.351922,83.150572,16.3,195.109166,73.818783,8.063627,288.943002,25.136219,10,lluvioso,lluvioso
4.406395,25.081388,19.957314,17.625949,79.184936,26.378043,170.423634,46.729709,9.778916,244.502701,20.475109,8.120441,parcialmente_nublado,despejado
5,23,18,15.2,75,18.4,166.8,97.7,9.5,247.4,21.4,9,nublado,nublado
6.42118,17.2,15.1,13.557823,85.67894,23.707939,175.910318,88.549169,6.914532,236.410914,20.4,8,parcialmente_nublado,despejado
6.366777,17.2,15.1,13.572785,88.023299,22.6989,197.329827,91.993799,7.130621,236.471696,20.4,8,parcialmente_nublado,despejado
5,24,18.9,17.9,84.5,26.7,168.1,68.3,8.5,250.5,21.6,9,parcialmente_nublado,parcialmente_nublado
11,23.1,18.4,16.6,79.6,24.1,164.1,84.5,10,161.3,13.8,8,parcialmente_nublado,lluvioso
1,26.579888,20.296402,18.8214,75.947213,20.713452,178.371436,42.53996,9.956019,339.90932,29.864402,10,parcialmente_nublado,despejado
12,24.1,18.487829,16.391507,80.434586,26.744282,169.388106,65.370726,9.306739,234.671803,20.22976,8.991747,lluvioso,lluvioso
4.252186,22.913872,17.226085,15.567842,83.555342,23.987773,194.96869,44.77303,9.248821,253.845344,21.972787,9,parcialmente_nublado,despejado
7,17.1,14.9,13.1,85.5,20.5,175.7,100,8,219.6,19.1,8,nublado,nublado
10,22,17,15,79.7,20.5,185.3,91.2,9.6,285,24.7,9,nublado,parcialmente_nublado
7,19,17,14.7,82.9,20.5,176.2,100,10,246.5,21.4,9,nublado,nublado
5.826142,18.1,14.661647,12.870219,81.489181,20.609047,167.992401,44.394331,9.337743,239.594656,20.78649,8.717998,parcialmente_nublado,despejado
4,22.6,16.1,15.3,81.1,22.3,180.3,64,9,210.4,18.2,8,parcialmente_nublado,lluvioso
3,28.6,23.7,21.4,76.8,16.6,204.8,79.4,10,245.7,21.1,9,lluvioso,lluvioso
2,26.2,21.1,19.9,81.6,25.9,165.9,78.3,9.8,227.2,19.8,9,lluvioso,lluvioso
3,24,20,19,84.1,14.8,203.8,81.9,8.8,270.4,23.4,10,lluvioso,parcialmente_nublado
4,25,19,18.4,83.6,14.8,188.4,58.2,7.9,262.9,22.7,9,parcialmente_nublado,parcialmente_nublado
4.500259,22.368304,18.380889,15.406656,83.161149,20.67987,210.763931,46.082488,9.062261,252.516655,21.960762,9,parcialmente_nublado,despejado
8,18,15,13.8,84.9,18.4,187.1,100,9.9,263.4,22.7,9,nublado,nublado
4.71335,25.040061,18.12863,17.587765,81.127995,24.069291,180.627291,47.861712,9.675644,209.539736,18.538705,8,parcialmente_nublado,despejado
3.062285,24.290791,18.376431,18.780105,80.655385,31.186498,166.977844,36.568094,8.996937,299.00933,25.176314,10,parcialmente_nublado,despejado
2,28,20.6,19.1,76.2,22.3,187.3,67,8.8,280.1,24,10,parcialmente_nublado,parcialmente_nublado
3,30.757242,22.576529,20.51938,76.138741,19.120072,179.644513,80.650851,9.940984,259,22.456093,9.656311,lluvioso,lluvioso
12,26.1,19.1,19,80.8,16.6,186.5,59.7,10,241,20.9,9,lluvioso,lluvioso
10,21.1,16.1,14.1,79.2,21.9,180.4,84,9.7,283,24.4,10,lluvioso,nublado
7,22.1,20.1,16,73.4,14.8,172.8,100,10,189.1,16.2,7,nublado,nublado
3,27.1,19.1,18.8,80,14.8,195.4,78.9,9.5,262.4,22.7,9,lluvioso,lluvioso
2,26.7,21.1,20.1,83.8,23.7,179.5,72.8,10,262,22.7,10,lluvioso,lluvioso
10,20,16,15.2,83.9,24.1,182.8,98,10,336.6,28.9,10,nublado,nublado
1.717468,26.610097,21.790228,19.953014,74.95826,27.940424,164.922847,68.04703,9.986479,324.173851,27.678626,10,parcialmente_nublado,despejado
7.727932,25.318873,19.211806,18.556761,78.495547,25.345699,189.174644,69.275209,9.149902,348.473303,26.91032,10,parcialmente_nublado,despejado
4,25.102436,18.812126,18.714441,80.174087,18.234057,186.813635,73.871326,8.262569,288.809298,25.610194,10,parcialmente_nublado,despejado
9,17.7,15.1,14.2,88,18.4,205.1,100,8.8,250.3,21.5,8,nublado,nublado
8.351939,25.46661,20.910905,19.162721,79.737179,28.620389,166.709584,58.286387,9.752568,349.12116,27.792637,10,parcialmente_nublado,despejado
12,21.1,19.1,16.6,81.1,24.1,186.1,80,8.8,303.9,26.2,10,parcialmente_nublado,parcialmente_nublado
2.069582,28.734159,22.1,20.654825,78.3839,23.168196,173.10086,77.698651,9.99744,264.248795,22.80381,9.334856,lluvioso,lluvioso
4.135178,23.459253,16.690989,15.449738,80.18723,18.543651,187.171864,37.521641,8.977087,262.023587,24.064302,9.65339,parcialmente_nublado,despejado
4.29947,22.040096,17.395997,16.435678,79.327512,19.507222,180.145805,54.104237,9.90259,227.255779,19.968071,8.31984,parcialmente_nublado,despejado
3,24.7,18.6,18.2,85.3,27.7,179.5,67.7,8.5,234.2,20.4,8,lluvioso,parcialmente_nublado
6,23.333555,17.962049,16.222806,88.138666,16.155862,174.958058,60.758564,7.165721,235.419194,20.288004,8,parcialmente_nublado,despejado
4,24.077496,20,17.962624,80.941267,30.340966,163.587608,53.665057,8.48198,273.115927,22.607317,9.963148,parcialmente_nublado,despejado
2,28.1,22.4,21.6,80.9,24.1,168.1,75.7,9.3,232.1,20.1,8,lluvioso,lluvioso
4.111338,23.783249,18.304673,17.476228,79.701605,21.464295,173.852909,52.052219,9.558251,217.052105,17.817157,8,parcialmente_nublado,despejado
6.032971,25.242952,20.52688,18.684153,78.455543,24.105265,190.668987,67.690306,9.946355,343.606252,28.429422,10,parcialmente_nublado,despejado
11,21.622263,17.931002,15.506656,78.490592,20.5,170.142026,86.610121,10.329527,346.981302,29.620668,10,parcialmente_nublado,nublado
4,24.018515,20,17.441496,78.100173,31.143923,161.370922,57.163273,9.877342,263.456053,23.121737,9.313886,parcialmente_nublado,despejado
3,28.862843,22.24138,19.533471,73.941824,21.678134,173.751886,75.836123,10,252.390763,21.650701,8.175667,lluvioso,lluvioso
5,22,17,15.9,81.7,16.6,182.2,59.7,8.6,265.8,22.9,9,parcialmente_nublado,parcialmente_nublado
11,23.1,18.254454,16.241925,79.52127,25.07175,168.035707,85.203049,10,160.369282,13.502753,7.011913,lluvioso,lluvioso
12,24.1,19.1,16.8,78.5,29.5,160.9,68.3,10,351.4,30.4,10,parcialmente_nublado,parcialmente_nublado
8,17.1,14.1,12.1,80.9,20.5,171.5,99.2,8.1,288.6,24.9,10,nublado,nublado
5,24.1,21.1,18.4,79.9,22.3,172.4,98.3,10,239.5,20.9,9,nublado,parcialmente_nublado
5,21.2,17.1,14.9,80.4,25.6,175,94.2,9.9,220.8,19,7,nublado,nublado
4.094093,23.206154,15.796655,14.621012,78.988016,25.149821,174.126805,48.396568,9.492248,245.056717,21.002048,9,parcialmente_nublado,despejado
10,20,15.8,14.5,83.2,18.4,174.5,98.4,9.3,332.5,28.6,10,nublado,nublado
3,28.1,21.1,18.5,75.6,24.1,179.9,75.5,10,226,19.4,8,lluvioso,lluvioso
11,20,17,15.4,83.8,13,208.8,100,9.1,304.3,26.4,10,nublado,nublado
4.766765,19.086586,17.723154,17.3094,78.48643,21.715831,180.022147,51.167191,9.302967,243.798195,20.057693,8.133121,parcialmente_nublado,despejado
8,17.061987,15,13.108307,85.114336,13.159004,223.26346,99.83586,9.033719,272.587782,23.632711,9,nublado,nublado
1,26,19.9,18.7,80.5,24.1,171,69.8,10.1,305.6,26.3,10,parcialmente_nublado,parcialmente_nublado
4,27.4,23.7,20.3,74.1,22.3,174.4,71.8,10,185.3,16.1,8,lluvioso,parcialmente_nublado
