mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad_por,visibility,radiac_solar_watios_m2,energ_solar_MJ_m2,uvindex,clase_hoy,clase_manana
3,28.1,20.1,19.1,79.2,16.6,192.8,36,10,,,,parcialmente_nublado,parcialmente_nublado
3,27.1,20.4,19.3,78.4,11.2,209.2,53.8,10,,,,parcialmente_nublado,parcialmente_nublado
3,28.1,21.7,19.1,72.8,18.4,176.3,69.3,10.8,,,,parcialmente_nublado,parcialmente_nublado
3,28.1,21.1,19.8,77.9,16.6,182.8,46.9,10.5,,,,parcialmente_nublado,parcialmente_nublado
3,27.4,21.7,19.7,77.3,16.6,180.8,36,10.7,,,,parcialmente_nublado,parcialmente_nublado
3,27.1,22.1,19.7,78.1,16.6,225.6,76.7,10.8,,,,parcialmente_nublado,parcialmente_nublado
3,25.1,22.1,20.3,81.3,14.8,294.4,88.7,9.6,,,,parcialmente_nublado,parcialmente_nublado
3,26.2,22.1,20.9,83.5,13,214.8,87.1,7.9,,,,parcialmente_nublado,parcialmente_nublado
3,28.9,21.7,20.6,80.4,18.4,184.5,57.5,8.9,,,,parcialmente_nublado,parcialmente_nublado
3,26.1,21.1,20.5,81,16.6,242.5,66.4,10.2,,,,parcialmente_nublado,parcialmente_nublado
3,26.1,22.1,20.6,80.6,13,240,68.2,10.5,,,,parcialmente_nublado,parcialmente_nublado
3,29.1,23.1,20.2,73.6,20.5,176.8,49,10.5,,,,parcialmente_nublado,parcialmente_nublado
3,26.1,21.1,19.6,78.8,18.4,211.9,51,10.4,,,,parcialmente_nublado,parcialmente_nublado
3,27.1,22.1,19.9,78.5,22.3,208.3,68.5,10.2,,,,parcialmente_nublado,parcialmente_nublado
3,28.1,21.7,20.4,80.2,13,194.2,59.5,11,,,,parcialmente_nublado,parcialmente_nublado
3,28.1,22.1,20.5,79.2,13,262.2,69.4,9.4,,,,parcialmente_nublado,parcialmente_nublado
3,29.1,22.1,20.1,75.1,18.4,185.8,66.2,10.6,,,,parcialmente_nublado,parcialmente_nublado
3,27.1,21.1,20.4,80.6,14.8,205.1,58.2,9.3,,,,parcialmente_nublado,parcialmente_nublado
3,29.1,22.1,20.6,79.8,14.8,195.1,47,9.8,,,,parcialmente_nublado,parcialmente_nublado
3,28.1,21.6,20.3,78.1,14.8,197,70,10.3,,,,parcialmente_nublado,parcialmente_nublado
3,28.1,21.1,20,77.2,20.5,183.1,54.7,9.5,,,,parcialmente_nublado,parcialmente_nublado
3,28.1,21.6,20,78.8,13,201.1,76,10.2,,,,parcialmente_nublado,parcialmente_nublado
3,28.1,22.1,20.3,79.7,16.6,178.8,74.6,10.8,,,,parcialmente_nublado,parcialmente_nublado
3,27.1,21.1,20.2,80.3,16.6,180.7,68.9,9.1,,,,parcialmente_nublado,parcialmente_nublado
3,30.1,22.1,19.6,74.4,16.6,184.3,70,10,,,,parcialmente_nublado,parcialmente_nublado
3,29.1,21.1,19.4,76.8,20.5,179.6,44.2,10.6,,,,parcialmente_nublado,parcialmente_nublado
3,28.1,20.1,19.2,79,16.6,184.1,63.3,10.4,,,,parcialmente_nublado,parcialmente_nublado
4,28.1,19.1,19.1,81.1,20.5,185.4,83.6,8.5,,,,parcialmente_nublado,parcialmente_nublado
4,27.6,19.1,18.8,81.4,18.4,184.9,65,10.3,,,,parcialmente_nublado,parcialmente_nublado
4,26.1,20.1,18.8,81.4,22.3,180,68.8,10.8,,,,parcialmente_nublado,parcialmente_nublado
4,26.1,19.7,18.1,77.2,22.3,178.5,64.7,10.5,,,,parcialmente_nublado,parcialmente_nublado
4,25.1,18.9,17.5,77.8,27.7,177.8,37.5,10.5,,,,parcialmente_nublado,parcialmente_nublado
4,24.4,18.1,17.1,80,18.4,190.7,31.7,10,,,,parcialmente_nublado,parcialmente_nublado
4,25.4,17.9,17,78.3,16.6,195.6,12,10,,,,despejado,parcialmente_nublado
4,25.4,18.1,17,79.2,14.8,189,15.6,9.3,,,,despejado,despejado
4,25.1,18.1,16.7,77.5,14.8,184.7,45.7,9.4,,,,parcialmente_nublado,despejado
4,24.2,18.1,16.5,77,14.8,196.2,55.4,9.4,,,,parcialmente_nublado,parcialmente_nublado
4,25.1,18.4,16.7,77.4,20.5,181.9,58.6,9.7,,,,parcialmente_nublado,parcialmente_nublado
4,23.7,17.2,16.3,78.9,13,215.7,44.1,9,,,,parcialmente_nublado,parcialmente_nublado
4,22.1,17.1,16.5,82.7,9.4,253,34.1,7.5,,,,parcialmente_nublado,parcialmente_nublado
4,22.2,17.1,16.8,83.2,13,289.3,35.8,9.2,,,,parcialmente_nublado,parcialmente_nublado
4,25.1,17.6,17,82,9.4,230.2,33.8,8.2,,,,parcialmente_nublado,parcialmente_nublado
4,24.4,17.9,17.2,81.9,14.8,187.7,52.7,9.3,,,,parcialmente_nublado,parcialmente_nublado
4,25.2,18.1,16.9,78.7,20.5,183.3,44.3,9.4,,,,parcialmente_nublado,parcialmente_nublado
4,25.1,17.1,16.6,79.3,20.5,184.4,8.8,9.5,,,,despejado,parcialmente_nublado
4,22.1,17.1,16.6,84.7,14.8,297.7,52.9,8.1,,,,parcialmente_nublado,despejado
4,20.1,17.1,16.5,89.3,11.2,291.2,97.4,3.6,,,,nublado,parcialmente_nublado
4,22.1,16.9,16.6,86.9,9.4,249.9,69.5,4.7,,,,parcialmente_nublado,nublado
4,23.1,17.1,16.9,86,13,214.1,51.7,4.4,,,,parcialmente_nublado,parcialmente_nublado
4,24.1,17.9,17.3,81.8,13,203.6,8.5,7.1,,,,despejado,parcialmente_nublado
4,21.1,18.1,17.1,88.3,13,291.4,56.7,4.8,,,,parcialmente_nublado,despejado
4,24.1,18.1,17.1,82.2,16.6,189.6,32.7,6.8,,,,parcialmente_nublado,parcialmente_nublado
4,25.1,18.1,16.8,79.1,14.8,187.1,45.3,7.7,,,,parcialmente_nublado,parcialmente_nublado
4,24.1,18.1,16.6,79.8,18.4,180.9,64.8,9.2,,,,parcialmente_nublado,parcialmente_nublado
4,24.2,17.1,16.4,78.9,14.8,189.4,27.5,8.5,,,,parcialmente_nublado,parcialmente_nublado
4,23.1,16.9,16,81.6,16.6,206.2,45.7,7.7,,,,parcialmente_nublado,parcialmente_nublado
4,21.1,17.1,15.9,83.3,14.8,291.5,8.7,7,,,,despejado,parcialmente_nublado
5,25.1,16.9,16.6,81.1,16.6,196.7,35,6.1,,,,parcialmente_nublado,despejado
5,24.1,17.1,16.4,80.9,16.6,192.7,15.3,7.5,,,,despejado,parcialmente_nublado
5,22.1,17.1,15.7,84.4,14.8,191.3,55.5,8.3,,,,parcialmente_nublado,despejado
5,20.1,16.1,15.1,85.4,11.2,246.4,76.3,5.2,,,,parcialmente_nublado,parcialmente_nublado
5,20.1,17.1,15.1,82.7,13,232.3,90.8,8.7,,,,nublado,parcialmente_nublado
5,22.2,16.1,15.2,80.9,20.5,179.1,48.6,6.9,,,,parcialmente_nublado,nublado
5,22.6,15.9,15.3,81.1,20.5,180.8,22.4,7.9,,,,parcialmente_nublado,parcialmente_nublado
5,19.1,16.1,15,87.4,11.2,274.8,50,4.3,,,,parcialmente_nublado,parcialmente_nublado
5,20.1,16.1,14.9,85.9,18.4,327.1,76.7,5.7,,,,parcialmente_nublado,parcialmente_nublado
5,18.1,16.1,15.1,87.7,13,240,100,3.3,,,,nublado,parcialmente_nublado
5,19.1,16.1,15.1,89,11.2,288.1,99.6,2.3,,,,nublado,nublado
5,18.2,16.1,15.1,89.8,14.8,279.8,91.7,2.8,,,,nublado,nublado
5,20.1,15.6,15.1,88.7,16.6,183.2,74.6,3.6,,,,parcialmente_nublado,nublado
5,18.1,16.1,14.7,87.8,9.4,224.2,99.6,3.6,,,,nublado,parcialmente_nublado
5,18.1,15.1,14.1,85.1,14.8,262.4,100,6.5,,,,nublado,nublado
5,18.1,15.1,14.4,88.2,11.2,181.3,99.6,3.9,,,,nublado,nublado
5,18.1,15.1,14.4,86.1,13,176.7,100,5.2,,,,nublado,nublado
5,19.6,16.1,15,87.3,14.8,176.1,100,3.5,,,,nublado,nublado
5,17.1,15.1,14.1,87.1,11.2,238.3,100,3.7,,,,nublado,nublado
5,20.1,14.9,13.7,82.7,13,204.9,65.8,4,,,,parcialmente_nublado,nublado
5,20.1,15.4,14,81.2,16.6,172.7,75.4,6.4,,,,parcialmente_nublado,parcialmente_nublado
5,21.1,15.1,13.8,77,20.5,188.8,71.2,9.4,,,,parcialmente_nublado,parcialmente_nublado
5,21.1,16.1,14.1,79,16.6,219.9,73.3,6.5,,,,parcialmente_nublado,parcialmente_nublado
5,20.1,15.1,14.4,83.8,9.4,209.1,41.3,4.4,,,,parcialmente_nublado,parcialmente_nublado
5,21.1,15.1,14.3,83.5,14.8,188.4,52.7,5.8,,,,parcialmente_nublado,parcialmente_nublado
5,21.1,16.1,14.1,76.3,16.6,209.3,68.9,9.2,,,,parcialmente_nublado,parcialmente_nublado
5,20.9,16.1,14.7,82.1,13,187.7,80.8,4.4,,,,parcialmente_nublado,parcialmente_nublado
5,21.1,16.1,14.5,80.1,20.5,191.5,85.8,8.3,,,,parcialmente_nublado,parcialmente_nublado
5,19.1,16.1,14.7,86.2,13,272.4,97.1,4.8,,,,nublado,parcialmente_nublado
5,19.1,16.1,14.8,85.3,13,188.5,98.8,3.5,,,,nublado,nublado
5,19.2,16.1,14.7,84.4,14.8,273.3,99.2,7.3,,,,nublado,nublado
6,19.1,16.1,14.5,84.5,22.3,175.5,100,6,,,,nublado,nublado
6,19.1,16.1,14.1,82.6,14.8,197.3,100,7.8,,,,nublado,nublado
6,19.1,15.9,14,82,7.6,201.6,100,6.5,,,,nublado,nublado
6,19.1,16.1,13.8,79.2,14.8,168.6,100,7.7,,,,nublado,nublado
6,19.1,17.1,13.6,77.6,14.8,192.5,99.2,8.1,,,,nublado,nublado
6,20.1,16.1,13.4,76.4,14.8,262.9,73.5,6.2,,,,parcialmente_nublado,nublado
6,21.4,16.1,13.5,76.4,13,185.5,41.7,5.1,,,,parcialmente_nublado,parcialmente_nublado
6,19.4,16.1,14.8,82.9,18.4,179.2,90.4,6.3,,,,nublado,parcialmente_nublado
6,19.1,16.7,14.3,80.2,11.2,188,95.4,5.9,,,,nublado,nublado
6,19.1,16.9,14.9,83.9,14.8,188.3,97.9,6.7,,,,nublado,nublado
6,20.1,17.1,14.2,79.6,18.4,164.3,99.1,10.6,,,,nublado,nublado
6,20.1,17.1,14.1,79.2,20.5,169.8,97.9,9.9,,,,nublado,nublado
6,18.4,16.7,14.8,84.4,11.2,267,97.9,8.9,,,,nublado,nublado
6,19.2,16.1,14.8,84,18.4,168.8,97.5,6.5,,,,nublado,nublado
6,22.1,16.1,14.4,77.3,24.1,168.9,70.5,8.1,,,,parcialmente_nublado,nublado
6,20.1,17.1,14.9,81.4,11.2,183.7,99.6,7.2,,,,nublado,parcialmente_nublado
6,20.1,17.1,15.4,85.6,16.6,179.7,100,8.1,,,,nublado,nublado
6,18.4,16.9,15.5,88.1,14.8,171.6,100,9.1,,,,nublado,nublado
6,18.2,16.1,15,86.4,14.8,169.3,99.6,9.8,,,,nublado,nublado
6,20.1,16.7,14.1,77.7,11.2,178.1,98.8,10.9,,,,nublado,nublado
6,20.1,17.1,13.8,74.6,14.8,179.6,100,8.1,,,,nublado,nublado
6,20.1,17.7,14.8,78.6,14.8,186.5,99.2,6.2,,,,nublado,nublado
6,20.1,17.1,15.2,81.7,18.4,173.9,96.3,9.4,,,,nublado,nublado
6,19.2,17.1,15.3,84.5,20.5,166.7,100,7.4,,,,nublado,nublado
6,19.1,17.1,15.4,85.4,18.4,169.5,100,8.8,,,,nublado,nublado
6,18.4,16.9,15.3,86.7,22.3,165.8,100,9.5,,,,nublado,nublado
6,19.1,17.1,14.4,79.5,13,175.2,100,9.6,,,,nublado,nublado
6,19.6,17.1,14,76.3,9.4,184.3,97.9,8.5,,,,nublado,nublado
6,20.1,17.1,14.1,75.8,18.4,178.2,98.8,8.2,,,,nublado,nublado
6,20.1,17.1,13.7,75.1,9.4,187.5,100,8.1,,,,nublado,nublado
7,21.1,18.1,14.1,73.6,16.6,178.8,99.2,7.5,,,,nublado,nublado
7,20.1,18.1,13.3,70.9,14.8,169.4,97.1,10.4,,,,nublado,nublado
7,20.1,17.1,13.3,72.3,13,182.4,99.6,6.8,,,,nublado,nublado
7,22.1,17.1,12.9,68.6,20.5,166.3,79.5,8.1,,,,parcialmente_nublado,nublado
7,21.1,15.7,12.4,70.3,16.6,163.3,77.1,9.5,,,,parcialmente_nublado,parcialmente_nublado
7,21.4,17.1,12.2,67.2,24.1,165.1,75,9.9,,,,parcialmente_nublado,parcialmente_nublado
7,21.1,17.4,12.8,69.2,20.5,165.2,95.2,9.9,,,,nublado,parcialmente_nublado
7,22.1,17.9,13.2,69.8,14.8,184.5,84.2,7.8,,,,parcialmente_nublado,nublado
7,23.1,17.9,14.3,73.1,18.4,176.4,69.1,7.5,,,,parcialmente_nublado,parcialmente_nublado
7,21.1,17.1,14.9,77.2,16.6,170.3,87.1,7,,,,parcialmente_nublado,parcialmente_nublado
7,21.1,17.9,15.5,78.6,20.5,175.3,99.2,8,,,,nublado,parcialmente_nublado
7,21.1,18.1,14.9,77.4,18.4,163.3,100,10.3,,,,nublado,nublado
7,20.1,17.6,14.5,77,14.8,175.4,97.5,10.1,,,,nublado,nublado
7,22.1,18.1,14.1,73,14.8,181.2,82.8,8.9,,,,parcialmente_nublado,nublado
7,22.1,16.1,13.7,72.2,22.3,169,48.9,9.2,,,,parcialmente_nublado,parcialmente_nublado
7,22.1,17.9,14.5,75.9,18.4,171.8,92.9,9.7,,,,nublado,parcialmente_nublado
7,21.4,17.7,13.7,70.8,16.6,196.2,85.7,10.8,,,,parcialmente_nublado,nublado
7,22.1,16.9,13.5,69.8,16.6,182,82.5,8.9,,,,parcialmente_nublado,parcialmente_nublado
7,22.2,16.7,14.1,73.4,20.5,172.8,65.7,10,,,,parcialmente_nublado,parcialmente_nublado
7,21.1,17.6,14.9,77.1,18.4,176.6,100,8.8,,,,nublado,parcialmente_nublado
7,20.1,17.7,14.6,77.1,18.4,177.5,100,9.9,,,,nublado,nublado
7,20.1,17.1,14,76.3,14.8,172.3,97.9,9.4,,,,nublado,nublado
7,20.1,17.7,13.7,73.5,16.6,170.6,99.6,8.7,,,,nublado,nublado
7,21.1,17.1,13.6,72.1,22.3,166.8,84.5,9.3,,,,parcialmente_nublado,nublado
7,22.1,17.9,13.4,70.9,18.4,165.7,90,10.3,,,,parcialmente_nublado,parcialmente_nublado
7,20.2,17.1,13.8,74.6,16.6,180.4,100,9.8,,,,nublado,parcialmente_nublado
7,19.4,17.1,13.9,75.7,14.8,181.2,99.6,10.3,,,,nublado,nublado
7,21.1,17.1,13.4,71.6,20.5,172.8,92.1,10.3,,,,nublado,nublado
7,21.1,17.1,13.9,74.4,22.3,171.8,94.2,10.8,,,,nublado,nublado
7,19.1,17.1,14.3,80.1,16.6,178.2,96.7,10.5,,,,nublado,nublado
7,21.1,17.1,13.9,75.2,25.9,169.8,95.8,10.8,,,,nublado,nublado
8,20.1,16.1,14,80,18.4,173.6,99.6,9.6,,,,nublado,nublado
8,19.1,16.9,14.1,80.2,11.2,184,100,8.2,,,,nublado,nublado
8,19.1,16.1,14.4,81.1,11.2,184.3,99.6,8.1,,,,nublado,nublado
8,20.2,17.1,15,80.1,18.4,164.2,99.6,7,,,,nublado,nublado
8,19.1,16.9,15,83.9,18.4,172.2,100,10.5,,,,nublado,nublado
8,19.1,16.7,15,83.5,13,181.1,100,9.1,,,,nublado,nublado
8,20.2,16.9,15.1,84,14.8,182.8,100,6.8,,,,nublado,nublado
8,19.1,16.1,15.1,86.7,16.6,174.9,100,5,,,,nublado,nublado
8,20.1,17.1,14.9,82.4,14.8,177.3,99.2,6.6,,,,nublado,nublado
8,19.1,16.9,15.2,86.6,16.6,172.7,100,6.8,,,,nublado,nublado
8,19.4,16.9,15.3,85.3,20.5,163.5,100,7.8,,,,nublado,nublado
8,19.1,16.1,14.9,83.4,16.6,167.5,100,10,,,,nublado,nublado
8,20.1,17.1,15,81.8,22.3,167.8,88.8,9.3,,,,parcialmente_nublado,nublado
8,22.2,16.9,15.3,80,29.5,165.9,68.2,7.6,,,,parcialmente_nublado,parcialmente_nublado
8,20.1,17.1,15.6,85.4,14.8,172.7,97.9,7.1,,,,nublado,parcialmente_nublado
8,19.1,16.1,15.1,85.4,16.6,176.4,99.2,7.8,,,,nublado,nublado
8,18.1,16.1,14.9,87.7,22.3,170,100,7.8,,,,nublado,nublado
8,20.1,17.1,14.1,76.6,18.4,172.8,99.6,10.5,,,,nublado,nublado
8,20.1,16.9,14.4,78.4,16.6,168.4,99.6,8.3,,,,nublado,nublado
8,19.1,16.7,15.2,85,18.4,182.2,100,7.3,,,,nublado,nublado
8,19.1,16.1,14.5,83,16.6,173.8,100,7.6,,,,nublado,nublado
8,19.2,16.1,14.3,82,18.4,173.3,100,9.5,,,,nublado,nublado
8,21.1,17.1,13.5,75.6,16.6,172.4,88.1,10,,,,parcialmente_nublado,nublado
8,19.1,16.9,14,77.4,16.6,171.8,98.8,9.6,,,,nublado,parcialmente_nublado
8,19.1,16.1,14.5,82.7,13,185.6,100,7.5,,,,nublado,nublado
8,19.1,16.1,14.9,87.7,16.6,174.9,100,7.3,,,,nublado,nublado
8,19.1,16.1,14.2,82.4,22.3,169.3,99.6,8,,,,nublado,nublado
8,18.2,15.9,14,82.4,14.8,180.8,100,8.5,,,,nublado,nublado
8,21.1,16.7,14.2,77.4,13,184.7,96.3,8.3,,,,nublado,nublado
8,20.1,16.1,14.3,80,18.4,176.2,80.4,7,,,,parcialmente_nublado,nublado
8,22.1,15.1,14.7,79.5,22.3,171.5,34.3,7.7,,,,parcialmente_nublado,parcialmente_nublado
9,21.1,16.9,14.9,81,18.4,170.6,85.7,10,,,,parcialmente_nublado,parcialmente_nublado
9,19.7,16.1,15.1,84.9,16.6,179.1,100,9.8,,,,nublado,parcialmente_nublado
9,18.7,16.1,15.1,86.9,16.6,169,100,8.4,,,,nublado,nublado
9,20.1,16.1,15,86,25.9,166.7,100,9.2,,,,nublado,nublado
9,19.1,17.1,14.8,82.5,20.5,171.6,99.6,9.8,,,,nublado,nublado
9,20.1,17.1,14.7,82,20.5,168.1,99.6,8.3,,,,nublado,nublado
9,20.1,16.1,14.6,80.9,16.6,187.4,97.9,10,,,,nublado,nublado
