name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Lima,2017-11-25,22.1,16.7,18.6,22.1,16.7,18.6,15.3,81.2,0,0,0,,0,0,32.4,25.9,177.9,1013.7,72.2,10,274.8,23.7,10,,2017-11-25T05:32:54,2017-11-25T18:17:36,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-11-26,21.1,16.4,18.9,21.1,16.4,18.9,15.2,79.6,1.1,100,20.83,rain,0,0,33.1,27.7,174.8,1013.4,84.5,10,296.9,25.7,10,,2017-11-26T05:33:02,2017-11-26T18:18:07,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"84628099999,remote"
Lima,2017-11-27,23.1,16.9,19.3,23.1,16.9,19.3,15.4,78.9,0.7,100,16.67,rain,0,0,32.8,22.3,177,1012.1,77.2,9.9,267.6,23,10,,2017-11-27T05:33:11,2017-11-27T18:18:37,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,remote"
Lima,2017-11-28,23.1,17.1,19.1,23.1,17.1,19.1,15.7,81,0,0,0,,0,0,24.5,24.1,169.6,1013.6,89.1,9.9,214.2,18.4,8,,2017-11-28T05:33:21,2017-11-28T18:19:08,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-11-29,22.1,17.1,19.3,22.1,17.1,19.3,16.1,82.5,0.3,100,12.5,rain,0,0,32.8,24.1,174.2,1013.4,82.4,10,240.7,20.9,9,,2017-11-29T05:33:31,2017-11-29T18:19:40,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,remote"
Lima,2017-11-30,22.2,18.1,19.3,22.2,18.1,19.3,16.1,82.1,0,0,0,,0,0,30.2,27.7,177.4,1012.5,83.8,10,237.2,20.4,8,,2017-11-30T05:33:43,2017-11-30T18:20:11,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-01,23.1,17.9,19.8,23.1,17.9,19.8,15.8,78.8,0.1,100,4.17,rain,0,0,30.2,27.7,172.5,1013,73.1,10,279.3,24.2,9,,2017-12-01T05:33:56,2017-12-01T18:20:43,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,84628099999
Lima,2017-12-02,23.1,17.1,19.3,23.1,17.1,19.3,16,81.7,0,0,0,,0,0,31.3,31.7,168.5,1013.4,72.9,9.4,283.5,24.4,9,,2017-12-02T05:34:10,2017-12-02T18:21:15,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-03,22.2,17.1,19.3,22.2,17.1,19.3,16.5,84.5,0,0,0,,0,0,33.5,24.1,167,1011.4,66.6,9.3,293.6,25.4,9,,2017-12-03T05:34:25,2017-12-03T18:21:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-04,22.1,17.9,19.4,22.1,17.9,19.4,16.2,81.9,0,0,0,,0,0,35.3,20.5,171.9,1011.6,97.1,10,315.7,27.1,10,,2017-12-04T05:34:41,2017-12-04T18:22:20,0.54,Overcast,Cloudy skies throughout the day.,cloudy,84628099999
Lima,2017-12-05,21.1,18.7,19.6,21.1,18.7,19.6,16.9,84.5,0.5,100,20.83,rain,0,0,28.1,16.6,185.9,1012.8,97.9,10,207.5,18,8,,2017-12-05T05:34:58,2017-12-05T18:22:53,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,84628099999
Lima,2017-12-06,22.1,18.1,19.8,22.1,18.1,19.8,16.8,83.3,0.3,100,12.5,rain,0,0,32.8,35.3,163.4,1012.9,92.9,10,268.2,23.1,10,,2017-12-06T05:35:16,2017-12-06T18:23:25,0.6,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,84628099999
Lima,2017-12-07,23.1,17.1,19.2,23.1,17.1,19.2,16.2,83.2,0.1,100,4.17,rain,0,0,29.2,25.2,180.7,1012.7,89,10,277.9,24,10,,2017-12-07T05:35:35,2017-12-07T18:23:58,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,84628099999
Lima,2017-12-08,22.1,17.9,19.4,22.1,17.9,19.4,16.2,82.4,0.2,100,8.33,rain,0,0,29.2,27.7,174.4,1013.2,90.2,9.7,272.3,23.5,10,,2017-12-08T05:35:55,2017-12-08T18:24:31,0.67,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"84628099999,remote"
Lima,2017-12-09,23.1,17.7,19.6,23.1,17.7,19.6,16.2,81.1,0,0,0,,0,0,28.8,20.5,187.1,1014.3,79.3,9.5,297.6,25.6,9,,2017-12-09T05:36:16,2017-12-09T18:25:04,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-10,24.1,16.9,20.1,24.1,16.9,20.1,16,78.1,0,0,0,,0,0,34.9,24.1,175.2,1015.6,70.7,9.1,290.4,25,10,,2017-12-10T05:36:37,2017-12-10T18:25:36,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-11,22.1,18.1,20.1,22.1,18.1,20.1,16.3,79,0,0,0,,0,0,30.6,24.1,166.2,1015.2,85.4,10,290.8,25.1,10,,2017-12-11T05:37:00,2017-12-11T18:26:09,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-12,24.1,17.9,20.3,24.1,17.9,20.3,16.8,81.2,1.9,100,29.17,rain,0,0,30.6,25.9,163.8,1014.6,62.5,8.5,275.4,23.7,9,,2017-12-12T05:37:23,2017-12-12T18:26:41,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,84628099999
Lima,2017-12-13,23.1,18.1,20.3,23.1,18.1,20.3,17.1,82.4,1.2,100,41.67,rain,0,0,31.7,29.5,168.8,1014,75.1,9.4,268.1,23,9,,2017-12-13T05:37:47,2017-12-13T18:27:14,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,84628099999
Lima,2017-12-14,22.1,18.7,20.1,22.1,18.7,20.1,17.1,82.8,0.2,100,8.33,rain,0,0,31.7,22.3,195,1013.3,84.1,10,270.3,23.3,10,,2017-12-14T05:38:12,2017-12-14T18:27:46,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,84628099999
Lima,2017-12-15,24.1,19.1,20.6,24.1,19.1,20.6,17.3,82,0.7,100,20.83,rain,0,0,31.7,20.5,173.7,1012.5,93.8,10,271.5,23.6,10,,2017-12-15T05:38:37,2017-12-15T18:28:18,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,84628099999
Lima,2017-12-16,22.2,18.1,20.6,22.2,18.1,20.6,16.7,78.7,1.4,100,29.17,rain,0,0,28.8,20.5,162.4,1012.7,100,9.9,234.3,20.3,9,,2017-12-16T05:39:04,2017-12-16T18:28:49,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,84628099999
Lima,2017-12-17,24.1,19.1,20.9,24.1,19.1,20.9,17,79.1,0,0,0,,0,0,31.3,25.9,163.1,1012.3,86.4,10,269.4,23.1,9,,2017-12-17T05:39:31,2017-12-17T18:29:21,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-18,25.1,18.1,21,25.1,18.1,21,17.1,79.2,0,0,0,,0,0,30.6,24.1,168.5,1012.3,67.7,9.8,299.2,25.8,10,,2017-12-18T05:39:58,2017-12-18T18:29:52,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-19,25.1,19.1,21.5,25.1,19.1,21.5,17.3,77.8,0,0,0,,0,0,29.9,24.1,168.8,1012,69.5,10,273.4,23.6,9,,2017-12-19T05:40:26,2017-12-19T18:30:22,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-20,25.1,18.1,21.4,25.1,18.1,21.4,17.9,81,0,0,0,,0,0,29.2,24.1,169.7,1012.1,69.7,9.8,293.5,25.3,10,,2017-12-20T05:40:55,2017-12-20T18:30:53,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-21,26.1,18.1,22.3,26.1,18.1,22.3,18,77.2,0,0,0,,0,0,31.7,25.9,176.6,1012.5,66,10,290.7,25.1,10,,2017-12-21T05:41:25,2017-12-21T18:31:22,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-22,24.1,18.1,21,24.1,18.1,21,18.3,85.2,0,0,0,,0,0,33.1,31.7,166.8,1012.6,65.3,9,301,26.1,9,,2017-12-22T05:41:54,2017-12-22T18:31:52,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-23,23.1,19.1,21.1,23.1,19.1,21.1,18.2,84,0,0,0,,0,0,32,29.5,168.9,1012.2,80,9.5,268.1,23.1,9,,2017-12-23T05:42:25,2017-12-23T18:32:21,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-24,24.1,19.9,21.5,24.1,19.9,21.5,18.2,82,0,0,0,,0,0,32.4,27.7,168,1012.6,88.3,10,297.1,25.4,10,,2017-12-24T05:42:56,2017-12-24T18:32:49,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,84628099999
Lima,2017-12-25,24.1,20.1,21.6,24.1,20.1,21.6,18,80.2,0,0,0,,0,0,27,25.9,170.7,1013.3,92,9.9,259,22.4,8,,2017-12-25T05:43:27,2017-12-25T18:33:17,0.25,Overcast,Cloudy skies throughout the day.,cloudy,84628099999
Lima,2017-12-26,23.1,18.1,20.9,23.1,18.1,20.9,17.7,82.5,1.1,100,41.67,rain,0,0,29.9,27.7,161.3,1014.4,88.3,8.8,206.7,17.8,9,,2017-12-26T05:43:59,2017-12-26T18:33:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,84628099999
Lima,2017-12-27,25.1,19.9,21.6,25.1,19.9,21.6,18.2,81.1,2.2,100,37.5,rain,0,0,28.8,33.5,161.4,1013.9,86.4,9.1,221.1,19.2,8,,2017-12-27T05:44:31,2017-12-27T18:34:11,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,84628099999
Lima,2017-12-28,25.1,20.1,22,25.1,20.1,22,18.6,81.5,0.2,100,8.33,rain,0,0,33.5,29.5,163,1014.2,74.5,10,259.9,22.4,9,,2017-12-28T05:45:03,2017-12-28T18:34:36,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,84628099999
Lima,2017-12-29,23.1,20.1,21.5,23.1,20.1,21.5,18.3,82.6,0,0,0,,0,0,30.6,29.5,162.3,1014.1,95.8,10,234.1,20.2,8,,2017-12-29T05:45:36,2017-12-29T18:35:02,0.39,Overcast,Cloudy skies throughout the day.,cloudy,84628099999
Lima,2017-12-30,23.1,19.9,21,23.1,19.9,21,18.1,83.7,0.5,100,12.5,rain,0,0,29.9,22.3,162,1014.5,96.1,9.9,234.7,20.3,9,,2017-12-30T05:46:09,2017-12-30T18:35:26,0.42,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,84628099999
Lima,2017-12-31,25.4,18.1,22.1,25.4,18.1,22.1,18.2,79.4,0.2,100,8.33,rain,0,0,29.2,25.9,168.6,1015.2,79.7,10,249.6,21.6,9,,2017-12-31T05:46:42,2017-12-31T18:35:50,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,84628099999
Lima,2018-01-01,25.1,20.1,22.3,25.1,20.1,22.3,18.3,78.1,0,0,0,,0,0,30.6,27.7,165.9,1015.1,79.5,9.7,175.6,15.1,7,,2018-01-01T05:47:15,2018-01-01T18:36:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E6369,84628099999"
Lima,2018-01-02,24.1,20.9,22.3,24.1,20.9,22.3,18.9,81.3,0,0,0,,0,0,32.4,35.3,161.6,1013.9,72.1,10,194.7,16.7,8,,2018-01-02T05:47:48,2018-01-02T18:36:35,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E6369,84628099999"
Lima,2018-01-03,25.1,18.9,22,25.1,18.9,22,18.9,83.3,0,0,0,,0,0,30.6,25.9,172.7,1012.6,80.8,9.5,200.6,17.5,8,,2018-01-03T05:48:22,2018-01-03T18:36:57,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E6369,84628099999"
Lima,2018-01-04,25.1,20.9,22.6,25.1,20.9,22.6,18.4,77.2,0,0,0,,0,0,31.3,18.4,184.8,1013.3,92.9,10,154.4,13.1,7,,2018-01-04T05:48:55,2018-01-04T18:37:17,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"E6369,84628099999"
Lima,2018-01-05,26.1,20.6,22.4,26.1,20.6,22.4,18.7,79.5,1.5,100,37.5,rain,0,0,31,24.1,170,1015,88.9,10,166.1,14.3,7,,2018-01-05T05:49:29,2018-01-05T18:37:37,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999,remote"
Lima,2018-01-06,25.1,19.9,22.1,25.1,19.9,22.1,17.9,77.7,0.1,100,4.17,rain,0,0,27.4,31.7,169.8,1014.9,85.9,10,231.9,20.2,9,,2018-01-06T05:50:03,2018-01-06T18:37:56,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E6369,84628099999,remote"
Lima,2018-01-07,25.1,21.1,22.6,25.1,21.1,22.6,18.7,79,0.1,100,4.17,rain,0,0,27,20.5,177.1,1014,85.1,10,193.5,16.7,7,,2018-01-07T05:50:36,2018-01-07T18:38:14,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E6369,84628099999"
Lima,2018-01-08,24.1,20.1,21.8,24.1,20.1,21.8,19.2,84.9,0.1,100,4.17,rain,0,0,27.4,22.3,189.5,1013.1,71.8,10,227.6,19.5,9,,2018-01-08T05:51:10,2018-01-08T18:38:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E6369,84628099999"
Lima,2018-01-09,27.1,20.1,22.9,28.6,20.1,23,19.2,80.1,1.8,100,37.5,rain,0,0,30.6,24.1,170.9,1012.1,70.3,10,234,20.5,9,,2018-01-09T05:51:43,2018-01-09T18:38:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-01-10,26.1,20.7,22.8,26.1,20.7,22.8,19.3,81.2,3,100,62.5,rain,0,0,30.2,25.9,169.5,1013.4,79.2,10,198.5,17.1,8,,2018-01-10T05:52:17,2018-01-10T18:39:02,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-01-11,25.1,20.1,22.5,25.1,20.1,22.5,19.1,81.5,3,100,45.83,rain,0,0,29.5,24.1,174.8,1013.1,77.3,9.8,231,20,8,,2018-01-11T05:52:50,2018-01-11T18:39:16,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-01-12,24.2,20.1,22,24.2,20.1,22,19.2,84.4,2.8,100,54.17,rain,0,0,25.9,24.1,177.6,1013.2,73.7,9.7,204.5,17.6,8,,2018-01-12T05:53:23,2018-01-12T18:39:29,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
Lima,2018-01-13,25.1,20.1,22,25.1,20.1,22,19.1,84.2,0.2,100,8.33,rain,0,0,27.7,20.5,186.7,1013.3,74.1,9.1,207.8,17.8,9,,2018-01-13T05:53:56,2018-01-13T18:39:41,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-01-14,24.1,19.1,22.1,24.1,19.1,22.1,19,83.1,0.4,100,12.5,rain,0,0,28.1,16.6,220.2,1013.7,79.3,10,220.4,19,8,,2018-01-14T05:54:29,2018-01-14T18:39:52,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E6369,84628099999"
Lima,2018-01-15,25.1,19.1,21.9,25.1,19.1,21.9,18.7,82.6,1,100,25,rain,0,0,24.5,20.5,176.6,1014.2,83.2,9.5,177.4,15.4,6,,2018-01-15T05:55:01,2018-01-15T18:40:02,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-01-16,26.2,19.1,22.2,26.2,19.1,22.2,18.4,80.6,0,0,0,,0,0,30.2,24.1,173.8,1013,62.5,9.6,274.6,23.7,9,,2018-01-16T05:55:33,2018-01-16T18:40:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E6369,84628099999,remote"
Lima,2018-01-17,24.1,19.1,21.1,24.1,19.1,21.1,18.2,83.5,2.2,100,37.5,rain,0,0,25.2,20.5,188.3,1013.1,80.6,10,250.1,21.6,9,,2018-01-17T05:56:05,2018-01-17T18:40:19,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"84628099999,remote"
Lima,2018-01-18,23.1,17.7,20.2,23.1,17.7,20.2,17.9,87.4,1.9,100,45.83,rain,0,0,28.4,18.4,299.4,1012.8,82.9,9.1,272.6,23.7,9,,2018-01-18T05:56:36,2018-01-18T18:40:26,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,84628099999
Lima,2018-01-19,24.1,18.7,20.6,24.1,18.7,20.6,18.2,86.5,4.2,100,75,rain,0,0,26.6,14.8,271,1012.4,87.2,8.7,242.4,21.1,9,,2018-01-19T05:57:07,2018-01-19T18:40:32,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
Lima,2018-01-20,24.2,19.1,21.3,24.2,19.1,21.3,18.3,83.1,1.9,100,41.67,rain,0,0,24.8,13,222.8,1011.1,90.6,9.8,186.8,16.1,8,,2018-01-20T05:57:38,2018-01-20T18:40:37,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-01-21,26.1,19.4,22.1,26.1,19.4,22.1,18.2,79.6,6.1,100,79.17,rain,0,0,28.4,18.4,201.4,1009.9,86.2,9.9,245.3,21.4,9,,2018-01-21T05:58:08,2018-01-21T18:40:40,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
Lima,2018-01-22,23.1,20.1,21.1,23.1,20.1,21.1,19,88.1,3.2,100,58.33,rain,0,0,28.8,14.8,187.6,1009.4,91.2,9.8,117.3,10,6,,2018-01-22T05:58:38,2018-01-22T18:40:43,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
Lima,2018-01-23,25.1,19.1,21.9,25.1,19.1,21.9,18.7,82.6,0,0,0,,0,0,25.2,13,239.9,1009.3,71.5,9.1,213.7,18.4,9,,2018-01-23T05:59:07,2018-01-23T18:40:45,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E6369,84628099999"
Lima,2018-01-24,27.1,19.1,22.9,28.3,19.1,23.1,19.2,80.7,0.2,100,8.33,rain,0,0,29.5,20.5,210.2,1010.1,68.7,9.9,268,23.2,9,,2018-01-24T05:59:36,2018-01-24T18:40:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E6369,84628099999"
Lima,2018-01-25,27.1,20.1,23.1,28,20.1,23.2,19,78.5,0.5,100,16.67,rain,0,0,29.5,29.5,190.5,1009.9,56.2,10,270.1,23.3,9,,2018-01-25T06:00:04,2018-01-25T18:40:44,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"E6369,84628099999"
Lima,2018-01-26,25.1,19.9,22.3,25.1,19.9,22.3,19.4,84.5,1.4,100,41.67,rain,0,0,27.7,29.5,177.1,1009.9,83.6,8.6,240.5,20.9,9,,2018-01-26T06:00:32,2018-01-26T18:40:43,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-01-27,25.4,19.9,22.7,25.4,19.9,22.7,19.4,82,1.5,100,41.67,rain,0,0,31.3,29.5,174.2,1009.4,65.7,9.1,254.5,22,9,,2018-01-27T06:00:59,2018-01-27T18:40:40,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-01-28,25.1,20.1,21.9,25.1,20.1,21.9,19,84.2,0.7,100,25,rain,0,0,30.2,18.4,195.5,1008,72.5,9.2,235.2,20.4,9,,2018-01-28T06:01:26,2018-01-28T18:40:36,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-01-29,27.1,20.2,22.5,28.3,20.2,22.6,19.1,82,0.6,100,25,rain,0,0,27.7,25.9,179.8,1008.4,75.6,10,228,19.7,9,,2018-01-29T06:01:52,2018-01-29T18:40:31,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999,remote"
Lima,2018-01-30,26.1,18.9,22,26.1,18.9,22,19,83.6,1.3,100,37.5,rain,0,0,27.4,25.9,197.2,1008.8,54.6,9.5,253,21.9,9,,2018-01-30T06:02:18,2018-01-30T18:40:25,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999,remote"
Lima,2018-01-31,25.1,20.1,22.3,25.1,20.1,22.3,19,82.2,0.9,100,33.33,rain,0,0,29.2,27.7,173.1,1009.6,76.8,9.9,268,23.2,9,,2018-01-31T06:02:43,2018-01-31T18:40:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
Lima,2018-02-01,25.1,19.8,21.8,25.1,19.8,21.8,19,84.3,0.2,100,8.33,rain,0,0,32,29.5,172.4,1010.8,71.5,9.3,236.3,20.5,9,,2018-02-01T06:03:07,2018-02-01T18:40:10,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E6369,84628099999,remote"
Lima,2018-02-02,25.1,19.7,22.1,25.1,19.7,22.1,19.1,83.7,0,0,0,,0,0,31.7,24.1,166.1,1011.3,80.2,10,215.6,18.6,9,,2018-02-02T06:03:31,2018-02-02T18:40:00,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E6369,84628099999"
Lima,2018-02-03,26.1,20.7,23.3,26.1,20.7,23.3,18.6,75.4,0.5,100,20.83,rain,0,0,30.6,25.9,166.8,1011.7,83.4,10,112.9,10,5,,2018-02-03T06:03:55,2018-02-03T18:39:50,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E6369,84628099999"
Lima,2018-02-04,27.1,20.9,22.9,28,20.9,22.9,18.7,77.8,0.1,100,4.17,rain,0,0,31,25.9,167.9,1012.1,81.5,10,147.9,12.9,7,,2018-02-04T06:04:17,2018-02-04T18:39:39,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E6369,84628099999"
Lima,2018-02-05,25.2,20.7,22.8,25.2,20.7,22.8,19.3,80.9,1.1,100,29.17,rain,0,0,32.4,27.7,166.5,1012.2,70.4,10,246.7,21.3,9,,2018-02-05T06:04:39,2018-02-05T18:39:26,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-02-06,27.1,22.1,24.2,28.6,22.1,24.3,19.8,76.9,4.2,100,70.83,rain,0,0,26.6,22.3,173.7,1012.7,68.6,10,254.4,22,9,,2018-02-06T06:05:01,2018-02-06T18:39:13,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
Lima,2018-02-07,27.7,21.9,24,29.2,21.9,24.2,19.9,78.3,0.3,100,8.33,rain,0,0,27.4,24.1,173.7,1012.1,70.9,10,252.8,21.9,9,,2018-02-07T06:05:22,2018-02-07T18:38:59,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E6369,84628099999"
Lima,2018-02-08,27.1,20.1,22.9,28.6,20.1,23,19.8,83.3,0.4,100,16.67,rain,0,0,29.2,16.6,187.9,1011.2,53.7,9.6,251.6,21.7,9,,2018-02-08T06:05:42,2018-02-08T18:38:44,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E6369,84628099999"
Lima,2018-02-09,26.1,19.7,22.9,26.1,19.7,22.9,19.6,82.2,0.3,100,12.5,rain,0,0,29.9,24.1,174.1,1010.6,53.6,9.2,271.3,23.6,9,,2018-02-09T06:06:01,2018-02-09T18:38:27,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999"
Lima,2018-02-10,25.4,20,22.8,25.4,20,22.8,19.7,83.1,0.9,100,33.33,rain,0,0,30.2,29.5,167.4,1011.9,70.3,9.7,206.9,17.8,8,,2018-02-10T06:06:20,2018-02-10T18:38:10,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999,remote"
Lima,2018-02-11,26.1,19.7,22.8,26.1,19.7,22.8,19.7,83.3,0.2,100,8.33,rain,0,0,32.8,27.7,172.1,1011.7,78.5,9.4,227.3,19.8,8,,2018-02-11T06:06:39,2018-02-11T18:37:52,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E6369,84628099999"
Lima,2018-02-12,27.4,22.1,24.2,28.9,22.1,24.3,19.8,76.8,1.1,100,41.67,rain,0,0,27.7,18.4,178.5,1011.7,68.3,10,243.2,21,9,,2018-02-12T06:06:57,2018-02-12T18:37:33,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
Lima,2018-02-13,29.1,20.5,24.4,30.4,20.5,24.7,19.7,75.9,1.5,100,45.83,rain,0,0,29.9,20.5,183.1,1013,87.4,10,234,20.2,8,,2018-02-13T06:07:14,2018-02-13T18:37:13,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E6369,84628099999,remote"
Lima,2018-02-14,26.2,21.1,23.3,26.2,21.1,23.3,19.9,81.6,4.7,100,83.33,rain,0,0,25.2,25.9,165.9,1011.9,78.3,9.8,227.2,19.8,9,,2018-02-14T06:07:30,2018-02-14T18:36:52,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
Lima,2018-02-15,27.1,22.1,23.8,28.6,22.1,23.9,20,79.5,13,100,91.67,rain,0,0,27.7,27.7,160.6,1012.6,79.7,10,244.2,21.1,9,,2018-02-15T06:07:46,2018-02-15T18:36:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
Lima,2018-02-16,29.1,22.1,24.6,30.9,22.1,25.1,20.6,79.7,9.6,100,95.83,rain,0,0,24.1,20.5,179.7,1013.3,88.1,9.8,238.2,20.7,9,,2018-02-16T06:08:01,2018-02-16T18:36:08,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E6369,84628099999"
